StartDate	EndDate	Status	Progress	Duration (in seconds)	Finished	RecordedDate	ResponseId	DistributionChannel	UserLanguage	informed_consent	group_sorting_1	group_sorting_2	group_sorting_3	group_sorting_4	group_sorting_5	control_hypothesis	control_design	control_analysis	control_rdm	control_workflow	control_attention	control_collab	control_preparatory	control_duration	control_stress	control_qrp	prereg_hypothesis	prereg_design	prereg_analysis	prereg_rmd	prereg_workflow	prereg_attention	prereg_collab	prereg_preparatory	prereg_duration	prereg_stress	prereg_qrp	rr_hypothesis	rr_design	rr_analysis	rr_rmd	rr_workflow	rr_attention	rr_collab	rr_preparatory	rr_duration	rr_stress	rr_qrp	other_hypothesis	other_desing	other_analysis	other_rdm	other_workflow	other_attention	other_collab	other_preparatory	other_duration	other_stress	other_qrp	planning	recommend	research_type	research_type_6_TEXT	field	group	comment	changed_comment
2020-10-12 21:20:04	2020-10-12 21:21:42	IP Address	100	98	True	2020-10-12 21:21:43	R_2wKWIa63sD7BCxk	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	"4
Did not change"	5	5	"4
Did not change"	"4
Four"	3	3	2	3	Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Usually	Agree	Hypothesis testing	NA	cognitive	prereg	NA	NA
2020-10-12 21:21:01	2020-10-12 21:24:44	IP Address	100	223	True	2020-10-12 21:24:44	R_2bUcfpkVK9XhzW2	email	EN	Yes	Yes	No	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	"4
Did not change"	6	6	6	"4
Four"	"4
Did not change"	2	2	"1
Was increased"	Agree	Always	Agree	Hypothesis testing	NA	Cognitive science	other	NA	NA
2020-10-12 21:27:59	2020-10-12 21:29:52	IP Address	100	113	True	2020-10-12 21:29:53	R_9YMU1nWewnmzL1f	email	EN	Yes	No	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	6	"4
Four"	3	6	3	2	I do not know	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Occasionally	Agree	Hypothesis testing	NA	cognitive psychology	prereg	NA	NA
2020-10-12 20:45:22	2020-10-12 21:30:00	IP Address	100	2677	True	2020-10-12 21:30:00	R_tKuzcqADjM9VXHj	email	EN	Yes	No	No	Yes	No	No	5	"4
Would not change"	"4
Would not change"	"4
Would not change"	"4
Would not change"	"4
Four"	"4
Would not change"	6	"1
Would be longer"	2	Very Strongly Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sometimes	Strongly Agree	Hypothesis testing	NA	Personality/social psychology	control	Preregistering takes a lot of time, and the OSF website isn’t entirely intuitive. I understand the importance of it, but the amount of time and effort needed to preregister is probably the biggest reason I have avoided it in the past.	NA
2020-10-12 21:41:28	2020-10-12 21:44:08	IP Address	100	160	True	2020-10-12 21:44:08	R_1LzgCZpQhhWWiLx	email	EN	Yes	No	No	Yes	No	No	5	"4
Would not change"	5	"4
Would not change"	I do not know	"4
Four"	"4
Would not change"	5	3	I do not know	Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sometimes	Strongly Agree	Hypothesis testing	NA	cognitive psychology	control	NA	NA
2020-10-12 21:43:00	2020-10-12 21:46:09	IP Address	100	189	True	2020-10-12 21:46:09	R_1qaOouCLO7ZWn0T	email	EN	Yes	Yes	No	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Four"	Not applicable	6	"7
Was shorter"	I do not know	Neither Agree or Disagree	Frequently	Agree	Hypothesis testing	NA	Cognitive Psychology (episodic memory)	other	NA	NA
2020-10-12 21:15:13	2020-10-12 21:48:18	IP Address	100	1984	True	2020-10-12 21:48:18	R_YbqkT4QYFuynhu1	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	"4
Did not change"	5	"4
Did not change"	"4
Did not change"	"4
Four"	"4
Did not change"	6	"4
Did not change"	3	Very Strongly Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Usually	Strongly Agree	Hypothesis testing	NA	Clinical psychology	prereg	NA	NA
2020-10-12 22:06:43	2020-10-12 22:09:35	IP Address	100	172	True	2020-10-12 22:09:35	R_2zBZmn1Pdaj4pxA	email	EN	Yes	No	No	Yes	No	No	"7
Would get more thought-through"	"4
Would not change"	3	"4
Would not change"	I do not know	"4
Four"	"4
Would not change"	"7
Would improve"	I do not know	I do not know	Strongly Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sometimes	Agree	Hypothesis testing	NA	psychology of language	control	NA	NA
2020-10-12 22:38:44	2020-10-12 22:41:53	IP Address	100	188	True	2020-10-12 22:41:54	R_2dRuAlMQyWexZRY	email	EN	Yes	Yes	Yes	Yes	Yes	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	"4
Did not change"	6	"4
Did not change"	5	"4
Four"	"4
Did not change"	"4
Did not change"	3	3	Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Frequently	Agree	Hypothesis testing	NA	Personality psychology	prereg	NA	NA
2020-10-12 23:23:01	2020-10-12 23:25:45	IP Address	100	164	True	2020-10-12 23:25:45	R_2zdaSgSadvZqYb3	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	6	6	5	5	"4
Four"	5	6	"4
Did not change"	"4
Did not change"	Very Strongly Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Always	Very Strongly Disagree	Hypothesis testing	NA	Social psych	prereg	NA	NA
2020-10-12 23:28:48	2020-10-12 23:30:53	IP Address	100	125	True	2020-10-12 23:30:53	R_2v63YsiMNfkepBF	email	EN	Yes	No	No	Yes	No	No	"4
Would not change"	"4
Would not change"	"4
Would not change"	"4
Would not change"	5	"4
Four"	"4
Would not change"	"4
Would not change"	3	"4
Would not change"	Strongly Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sometimes	Agree	Estimation	NA	Clinical psychology	control	NA	NA
2020-10-13 00:06:00	2020-10-13 00:08:11	IP Address	100	131	True	2020-10-13 00:08:12	R_2VJcoAOjweZypLz	email	EN	Yes	Yes	No	No	Yes	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	6	"7
Got more thought-through"	"4
Did not change"	5	"4
Four"	"4
Did not change"	5	I do not know	3	Strongly Agree	Usually	Strongly Agree	Hypothesis testing	NA	social psychology	other	NA	NA
2020-10-13 00:07:31	2020-10-13 00:10:23	IP Address	100	172	True	2020-10-13 00:10:23	R_27lFXkGylUWfENM	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"4
Did not change"	"4
Did not change"	"4
Four"	"4
Did not change"	"7
Improved"	2	"4
Did not change"	Strongly Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Frequently	Agree	Modeling	NA	Cognitive Psychology	prereg	"I found the survey design somewhat confusing with the ""don't know"", ""N/A"" options all the way on the right."	NA
2020-10-13 00:17:57	2020-10-13 00:24:06	IP Address	100	369	True	2020-10-13 00:24:06	R_33jbAKMLBcVgPvt	email	EN	Yes	No	No	Yes	No	No	"1
Would get less thought-through"	"1
Would get less thought-through"	"1
Would get less thought-through"	"1
Would get less thought-through"	"1
Would get less thought-through"	"4
Four"	"1
Would get worse"	"1
Would get worse"	"1
Would be longer"	"1
Would be increased"	Very Strongly Disagree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Never	Very Strongly Disagree	Hypothesis testing	NA	cognitive psychology	control	Profession researchers should be trusted, even if the trust is sometimes misplaced. Preregistration and other preemptive rules compromise the research process, erode trust and professional responsibility and damage the integrity of the research process, Ultimately, they are also ineffectual since a detailed control of what a researchers does, when and how is impossible anyway.	NA
2020-10-13 02:13:05	2020-10-13 02:19:20	IP Address	100	375	True	2020-10-13 02:19:21	R_2rMxShXXtbdFJKc	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	3	3	3	3	"4
Four"	"4
Did not change"	"4
Did not change"	3	2	Disagree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sometimes	Disagree	Hypothesis testing	NA	Evolutionary psychology	prereg	I appreciate the rationale of preregistration, but in practice it is cumbersome, annoying, and detrimental to the research process. In my work it's hard or sometimes impossible to know how the data should be analysed before seeing its structure, distribution, etc etc - and there is no way of accounting for every possibility in the prereg.	NA
2020-10-13 03:06:57	2020-10-13 03:10:09	IP Address	100	191	True	2020-10-13 03:10:11	R_2TsG3xCxZ42y6c8	email	EN	Yes	No	No	Yes	No	No	"4
Would not change"	"4
Would not change"	5	"4
Would not change"	"4
Would not change"	"4
Four"	"4
Would not change"	5	I do not know	"4
Would not change"	Disagree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Occasionally	Neither Agree or Disagree	Hypothesis testing	NA	Cognitive Psychology	control	NA	NA
2020-10-13 03:57:36	2020-10-13 04:11:40	IP Address	100	843	True	2020-10-13 04:11:40	R_3JyHb9m50OG9kMP	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	6	6	6	6	"4
Four"	6	6	5	5	Neither Agree or Disagree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Occasionally	Neither Agree or Disagree	Estimation	NA	personality psychology	prereg	NA	NA
2020-10-13 04:09:43	2020-10-13 04:19:14	IP Address	100	570	True	2020-10-13 04:19:14	R_1mtkTn12zDOc0iy	email	EN	Yes	Yes	No	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"4
Did not change"	"4
Did not change"	"7
Got more thought-through"	"4
Did not change"	5	"4
Four"	"4
Did not change"	"4
Did not change"	3	"4
Did not change"	Agree	Frequently	Strongly Agree	Hypothesis testing	NA	Experimental clinical psychology	other	I think the main reason why I struggle to do more preregistered studies (as a process, not as an idea) is timing: I typically supervise 5-10 students and they all need to complete some sort of experiment/study in a few months time, making a lot of the design choices (e.g., which exact stimuli? How many trial/blocks/...? Which questionnaires?) last-minute. I never seem to have the time to fully figure out the design and preregsiter everything in advance, given the pressure to do 5-10 studies in a single semester.	NA
2020-10-13 05:09:12	2020-10-13 05:14:54	IP Address	100	342	True	2020-10-13 05:14:54	R_3rURpQPgOYioM4M	email	EN	Yes	Yes	Yes	Yes	Yes	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	"4
Did not change"	5	5	5	"4
Four"	"4
Did not change"	5	2	2	Strongly Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Frequently	Agree	Hypothesis testing	NA	social psychology	prereg	Pre-registration is resource-demanding and places a high burden on small labs.	NA
2020-10-13 05:46:43	2020-10-13 05:49:48	IP Address	100	185	True	2020-10-13 05:49:48	R_To1Sek6tfabelod	email	EN	Yes	No	No	Yes	No	No	"4
Would not change"	Not applicable	"4
Would not change"	5	I do not know	"4
Four"	"4
Would not change"	5	"4
Would not change"	"4
Would not change"	Strongly Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Occasionally	Agree	Qualitative research	NA	health	control	NA	NA
2020-10-13 06:41:00	2020-10-13 06:43:32	IP Address	100	151	True	2020-10-13 06:43:32	R_1DC2xzB01nav3JA	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	5	"7
Got more thought-through"	"4
Did not change"	"4
Did not change"	"4
Four"	"4
Did not change"	"4
Did not change"	3	3	Disagree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Usually	Agree	Hypothesis testing	NA	neuropsychology	prereg	NA	NA
2020-10-13 08:01:01	2020-10-13 08:02:49	IP Address	100	108	True	2020-10-13 08:02:50	R_3G1SGd6qiDdPVbr	email	EN	Yes	Yes	Yes	Yes	Yes	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"7
Got more thought-through"	"4
Did not change"	"7
Got more thought-through"	"4
Did not change"	"4
Did not change"	"4
Four"	5	5	"1
Was longer"	"1
Was increased"	Neither Agree or Disagree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Usually	Strongly Agree	Hypothesis testing	NA	social psychology	prereg	NA	NA
2020-10-13 08:50:25	2020-10-13 08:53:04	IP Address	100	158	True	2020-10-13 08:53:05	R_1IAVMCgHMW513a5	email	EN	Yes	No	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"4
Did not change"	"4
Did not change"	6	"4
Did not change"	"4
Did not change"	"4
Four"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Frequently	Agree	Modeling	NA	cognitive neuroscience	prereg	NA	NA
2020-10-13 08:57:55	2020-10-13 09:06:37	IP Address	100	522	True	2020-10-13 09:06:37	R_3kiwSB4HoLmDfqx	email	EN	Yes	Yes	No	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"4
Did not change"	"4
Did not change"	"4
Did not change"	6	6	"4
Four"	"4
Did not change"	5	"1
Was longer"	"1
Was increased"	Neither Agree or Disagree	Occasionally	Neither Agree or Disagree	Hypothesis testing	NA	social pscychology	other	NA	NA
2020-10-13 09:55:36	2020-10-13 09:59:13	IP Address	100	216	True	2020-10-13 09:59:13	R_3QEPd98p61K8S9B	email	EN	Yes	Yes	No	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	5	"4
Four"	"4
Did not change"	"7
Improved"	3	3	Agree	Always	Very Strongly Agree	Hypothesis testing	NA	Developmental Psychology	other	The most stress caused by preregistration is dealing with collaborators who do not care about it or do not invest up front and want to changes things a lot down the line. If I were only working with people who understand preregistration, my stress would be reduced.	NA
2020-10-13 10:31:01	2020-10-13 10:34:10	IP Address	100	188	True	2020-10-13 10:34:10	R_bdw0oSQknZe41Dr	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5	5	"4
Did not change"	5	Not applicable	"4
Did not change"	5	3	"4
Did not change"	Very Strongly Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Usually	Agree	Qualitative research	NA	health psychology	prereg	NA	NA
2020-10-13 10:35:01	2020-10-13 10:41:42	IP Address	100	400	True	2020-10-13 10:41:42	R_3oSBwkdF1fUn8re	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	Not applicable	5	"4
Four"	"4
Did not change"	5	"4
Did not change"	3	Neither Agree or Disagree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Always	Agree	Modeling	NA	Personality Psychology	prereg	The last question was difficult for me (My empirical research is mainly..), hypothesis testing, estimation, and modeling are not mutually exclusive (I think I use all of this in most of my papers).	NA
2020-10-13 11:33:38	2020-10-13 11:36:28	IP Address	100	169	True	2020-10-13 11:36:29	R_3lRC0Sk0H8YLwb5	email	EN	Yes	Yes	No	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5	6	"4
Did not change"	6	"4
Four"	5	5	I do not know	3	Agree	Usually	Agree	Hypothesis testing	NA	Social psychology	other	NA	NA
2020-10-13 11:38:23	2020-10-13 11:43:16	IP Address	100	292	True	2020-10-13 11:43:16	R_2wo8Rs1wzunRAU5	email	EN	Yes	No	No	Yes	Yes	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	Not applicable	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	Disagree	Rarely	Disagree	Hypothesis testing	NA	Social, cognitive psychology. Methodology, JDM	other	NA	NA
2020-10-13 14:30:21	2020-10-13 14:32:34	IP Address	100	132	True	2020-10-13 14:32:34	R_1jB4geyX1HVfv89	email	EN	Yes	No	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"4
Did not change"	"4
Did not change"	"7
Got more thought-through"	"4
Did not change"	"4
Did not change"	"4
Four"	"4
Did not change"	6	2	"4
Did not change"	Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sometimes	Very Strongly Agree	Hypothesis testing	NA	social psychology	prereg	NA	NA
2020-10-13 15:07:53	2020-10-13 15:12:49	IP Address	100	296	True	2020-10-13 15:12:49	R_2vjfPw3aDK5N6HL	email	EN	Yes	Yes	Yes	Yes	Yes	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"4
Did not change"	"4
Four"	"4
Did not change"	"7
Improved"	"1
Was longer"	3	Neither Agree or Disagree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Usually	Very Strongly Agree	Hypothesis testing	NA	social psychology	prereg	NA	NA
2020-10-13 16:17:40	2020-10-13 16:23:52	IP Address	100	372	True	2020-10-13 16:23:52	R_Bx2sm1yaLMze6Zj	email	EN	Yes	Yes	No	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"7
Got more thought-through"	5	"7
Got more thought-through"	5	5	"4
Four"	"4
Did not change"	"7
Improved"	3	"4
Did not change"	Strongly Agree	Always	Strongly Agree	Hypothesis testing	NA	Cognitive Psychology /Emotion	other	Pre-reg increases time of work because you need to think through and articulate things that are normally more 'tacit knowledge' (e.g. outlier measurement, cut off points) which is difficult. However, it is very valuable putting it down in a plan before hand that you can refer to. e.g. it is easy to analyse the data because you're just following the set of instructions you wrote for yourself. Every pre-reg you do makes it easier to do future ones because you know what you have to think about, and often you can re-use info from previous pre-registrations (e.g. outlier cut off points)	NA
2020-10-13 16:22:05	2020-10-13 16:24:51	IP Address	100	165	True	2020-10-13 16:24:51	R_3qBVH6hLVHm5GqD	email	EN	Yes	Yes	No	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	"4
Did not change"	5	"4
Did not change"	"4
Did not change"	"4
Four"	"4
Did not change"	"4
Did not change"	3	3	Neither Agree or Disagree	Occasionally	Neither Agree or Disagree	Estimation	NA	Personality psychology	other	NA	NA
2020-10-13 16:45:57	2020-10-13 16:48:10	IP Address	100	132	True	2020-10-13 16:48:10	R_2b1uLEKRGT4bdVk	email	EN	Yes	Yes	No	Yes	Yes	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"4
Did not change"	"4
Did not change"	6	"4
Did not change"	"4
Did not change"	"4
Four"	"4
Did not change"	"4
Did not change"	"4
Did not change"	5	Strongly Agree	Frequently	Strongly Disagree	Qualitative research	NA	social psych	other	NA	NA
2020-10-13 19:05:37	2020-10-13 19:09:24	IP Address	100	226	True	2020-10-13 19:09:24	R_9RzOsCX3002DgfD	email	EN	Yes	No	No	Yes	Yes	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	6	5	5	5	5	6	5	6	5	Agree	Sometimes	Agree	Hypothesis testing	NA	Clinical psychology, Cognitive neuroscience	other	NA	NA
2020-10-14 00:35:38	2020-10-14 00:40:51	IP Address	100	312	True	2020-10-14 00:40:51	R_3PXjqxhdoxvrFtK	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Four"	"4
Did not change"	"4
Did not change"	"4
Did not change"	3	Neither Agree or Disagree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Always	Agree	Hypothesis testing	NA	Forensic Psychology	prereg	For me it is just another thing to do. I know i have to do it now but I find it makes me a little more vague about hypotheses etc as I don’t want to fill in plans etc for each one.	NA
2020-10-14 03:54:25	2020-10-14 03:56:24	IP Address	100	119	True	2020-10-14 03:56:25	R_Yc7vfCvUl1OoUW5	email	EN	Yes	Yes	No	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	"4
Did not change"	"4
Did not change"	"4
Did not change"	5	"4
Four"	"4
Did not change"	"4
Did not change"	"1
Was longer"	2	Strongly Disagree	Frequently	Neither Agree or Disagree	Hypothesis testing	NA	Social psychology	other	NA	NA
2020-10-14 10:28:29	2020-10-14 10:31:02	IP Address	100	152	True	2020-10-14 10:31:02	R_Xqbk82xxjRKWW3v	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	"4
Did not change"	"7
Got more thought-through"	"4
Did not change"	"4
Did not change"	"4
Four"	"4
Did not change"	"4
Did not change"	"4
Did not change"	2	Neither Agree or Disagree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Frequently	Agree	Hypothesis testing	NA	social psychology	prereg	NA	NA
2020-10-14 14:00:31	2020-10-14 14:07:29	IP Address	100	417	True	2020-10-14 14:07:29	R_2AMxxRsAtvSGNoq	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"7
Got more thought-through"	"4
Did not change"	"7
Got more thought-through"	"4
Did not change"	"4
Did not change"	"4
Four"	5	6	3	"4
Did not change"	Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Usually	Agree	Estimation	NA	personality psychology	prereg	NA	NA
2020-10-14 16:04:00	2020-10-14 16:06:00	IP Address	100	119	True	2020-10-14 16:06:00	R_XWWQADzxXaaPSzn	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	"4
Did not change"	5	"4
Did not change"	I do not know	"4
Four"	5	6	2	"4
Did not change"	Strongly Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Usually	Very Strongly Agree	Hypothesis testing	NA	social psychology, economic psychology/behavioral economics	prereg	NA	NA
2020-10-14 17:51:47	2020-10-14 18:11:14	IP Address	100	1167	True	2020-10-14 18:11:15	R_2ZZw68Pyt0vUYrj	email	EN	Yes	Yes	No	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"7
Got more thought-through"	5	"7
Got more thought-through"	3	"4
Did not change"	"4
Four"	5	"4
Did not change"	3	3	Disagree	Sometimes	Agree	Hypothesis testing	NA	psycholinguistics	other	NA	NA
2020-10-15 01:48:52	2020-10-15 01:51:42	IP Address	100	169	True	2020-10-15 01:51:43	R_2q43xHGwrtk3CGY	email	EN	Yes	No	No	Yes	No	No	"7
Would get more thought-through"	"7
Would get more thought-through"	"7
Would get more thought-through"	"4
Would not change"	"4
Would not change"	"4
Four"	"4
Would not change"	5	"1
Would be longer"	3	Neither Agree or Disagree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Occasionally	Neither Agree or Disagree	Hypothesis testing	NA	developmental psychology	control	NA	NA
