response_id	duration_in_seconds	planning	recommend	research_type	research_type_6_text	field	group	comment	changed_comment	hypothesis	design	analysis	rdm	workflow	collab	preparatory	duration	stress	qrp
R_3OjJnfFqkmgWLR8	2587	Rarely	Very Strongly Disagree	Hypothesis testing	NA	cognitive development	control	"Preregistration is a fashionable topic to resolve issues, which cannot be resolved by it due their methodological nature (e.g. problems with sample size). Preregistration is meaningful in pharmaceutical experiments, where a national/international agency has full control over the research project, because it can guarantee that the project is not conducted without its permission. In the case of basic research preregistration can be repeated several times via different applications or it can be pretended that the subject of subsequent preregistered studies (coming from the same lab) are different when only the same experiment is ""polished"". E.g. one can ""preregister"" a study _again_ after she/he increased the sample size changed the data analysis etc, pretending that it is a new study. Or one can ""preregesiter"" a study after she/he finished it.  On the other hand, preregistration of studies threaten researcher autonomy, since it is methodologically and statistically sound and valid to run _exploratory_ studies, or to run a second experiment based on the results of a previous one to check the validity of the effect of the latter. Therefore, preregistration can induce the false belief in readers that a study is well conducted, however there is extremely easy to cheat in this process, while it disables or slows true exploratory research down, while decreasing researcher creativity. Moreover, it does not solve the basic issues, which are the consequence of the lack of basic methodological knowledge. In a nutshell: preregistration is a wrong answer and even worse practice to a good question."	NA	"1
Would get less thought-through"	"1
Would get less thought-through"	"1
Would get less thought-through"	"1
Would get less thought-through"	"1
Would get less thought-through"	"1
Would get worse"	"4
Would not change"	2	"1
Would be increased"	Very Strongly Disagree
R_2X6xACWE2CtzO23	232	Rarely	Neither Agree or Disagree	Hypothesis testing	NA	Conflict research	control	NA	NA	5	"4
Would not change"	"4
Would not change"	6	5	"4
Would not change"	6	5	6	Strongly Agree
R_1He16KUXPxw830K	101	Frequently	Agree	Other	Dimensionality reduction (e.g., exploratory factor analysis)	Cognitive science/developmental psychology	prereg	NA	NA	6	"4
Did not change"	"7
Got more thought-through"	"4
Did not change"	"4
Did not change"	5	5	2	5	Agree
R_3oNoArNtt5jPt7j	202	Occasionally	Neither Agree or Disagree	Estimation	NA	personality	control	NA	NA	"7
Would get more thought-through"	5	6	5	5	I do not know	"4
Would not change"	I do not know	I do not know	Agree
R_1i8Vd6PGqUh7qUR	168	Frequently	Agree	Modeling	NA	cognitive psychology	prereg	NA	NA	6	5	"4
Did not change"	5	"4
Did not change"	"4
Did not change"	"7
Improved"	3	5	Neither Agree or Disagree
R_1obSfwvWnlmu796	179	Always	Very Strongly Agree	Hypothesis testing	NA	social psych	prereg	NA	NA	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"4
Did not change"	6	5	5	"1
Was longer"	"4
Did not change"	Very Strongly Agree
R_2uqxJhiciGn7WYG	237	Usually	Strongly Agree	Modeling	NA	individual differences & comparative psychology	prereg	NA	NA	6	5	6	5	5	5	5	3	3	Strongly Agree
R_3O3xeLdSwZ2cQF2	157	Rarely	Neither Agree or Disagree	Hypothesis testing	NA	social	control	I wish I knew more about pre-reg. I know it's becoming popular but I don't know how or where to do it.	NA	6	"4
Would not change"	5	"4
Would not change"	"4
Would not change"	"4
Would not change"	5	3	3	Strongly Agree
R_2Sf9kvwM5g83arH	369	Usually	Very Strongly Agree	Hypothesis testing	NA	evolutionary social psychology	prereg	NA	NA	6	6	"7
Got more thought-through"	"4
Did not change"	"4
Did not change"	"4
Did not change"	5	3	"4
Did not change"	Agree
R_0Han1MojNQt34e5	136	Usually	Strongly Agree	Hypothesis testing	NA	conflict management, self-regulation, mindset	prereg	NA	NA	5	6	5	5	5	3	5	"1
Was longer"	2	Agree
R_3j8skSmFthNDq6x	122	Frequently	Strongly Agree	Hypothesis testing	NA	social	prereg	NA	NA	6	5	"7
Got more thought-through"	"4
Did not change"	"4
Did not change"	5	3	3	"4
Did not change"	Strongly Agree
R_Ra9mvwIKjp10hix	161	Rarely	Neither Agree or Disagree	Hypothesis testing	NA	cognitive/perceptual psychology	control	NA	NA	5	"4
Would not change"	"4
Would not change"	"4
Would not change"	"4
Would not change"	"4
Would not change"	5	3	"4
Would not change"	Agree
R_2fkEcLpiI97DDdU	142	Usually	Strongly Agree	Hypothesis testing	NA	social psychology/communication	prereg	the response scales were occasionally a bit confusing because the direction would switch from question to question Good luck with your work!	NA	"7
Got more thought-through"	6	"7
Got more thought-through"	5	"4
Did not change"	"4
Did not change"	6	3	3	Agree
R_QbnBhTDDADKHmgh	945	Usually	Agree	Hypothesis testing	NA	Social Psychology	prereg	I fully subscribe to improving science's standards and transparency. Hence, why I engage in pre-registration usually. Of course it is important to improve the behaviour of the individual scientist. However, unless we rid science from the publication for-profit industry and educate our universities not to use the incentive structure that still very much determines who gets hired and who gets promoted based on where researchers publish rather than what they publish, I am afraid we have left the big elephant in the room untouched. I expect from senior and influential colleagues around the world to proactively address this systemic disaster. Solutions are there. For example, universities could develop a non-profit publication consortium and make the private exploitative publishing companies redundant. Please let's expand our surveys about pre-registration and replication beyond the individual researcher and include questions and spaces to reflect what I fear is an even bigger problem. My best wishes.	1	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	5	"7
Got more thought-through"	"4
Did not change"	5	2	2	Strongly Agree
R_1BQw5o7fpp09iQk	1126	Occasionally	Neither Agree or Disagree	Hypothesis testing	NA	evolutionary psychology	control	"There seem to be certain costs and benefits associated with preregistration. It is speculative, but I think preregistration limits creativity and the iterative nature of science. To suggest that we know everything prior to data collection and analysis seems problematic to me, and even a little egotistical. It also seems to anchor researchers too strongly to the ideas of the past, without providing enough room for divergent ideas to come into the fold. In contrast, preregistration can help to hold researchers accountable and to attenuate dishonest research practices. It also encourages replication, which is a growing problem in psychology. I see it as a ""mixed bag"" with some good and some problematic things."	NA	2	6	6	"4
Would not change"	"4
Would not change"	"4
Would not change"	5	"4
Would not change"	5	Neither Agree or Disagree
R_1Q4xGaXB3WozQgQ	209	Sometimes	Agree	Estimation	NA	Addiction	control	NA	NA	"7
Would get more thought-through"	"4
Would not change"	"7
Would get more thought-through"	"4
Would not change"	"4
Would not change"	"4
Would not change"	"4
Would not change"	"4
Would not change"	"7
Would be reduced"	Neither Agree or Disagree
R_zdl7Cnb8UwBa91f	79	Sometimes	Agree	Hypothesis testing	NA	Social psychology	prereg	NA	NA	"4
Did not change"	"4
Did not change"	5	6	5	"4
Did not change"	5	3	"4
Did not change"	Strongly Agree
R_2rSdSMDghzBIWpH	315	Frequently	Strongly Agree	Hypothesis testing	NA	Psycholinguistics	prereg	The review process of registered reports should be much shorter, reviewers should be the same in Stage 1 and Stage 2, and editors should not interfere too much in the writing of the paper.	NA	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	6	"4
Did not change"	"4
Did not change"	3	3	Strongly Agree
R_3r7MWNUL01C1f69	173	Sometimes	Agree	Modeling	NA	test development and adaptation, cognitive psychology	control	NA	NA	5	5	"4
Would not change"	5	"4
Would not change"	"4
Would not change"	6	"4
Would not change"	5	Agree
R_2VNEBfblJYlGQfu	473	Sometimes	Agree	Hypothesis testing	NA	social neuroscience	control	NA	NA	I do not know	I do not know	5	"7
Would get more thought-through"	2	"4
Would not change"	2	2	2	Agree
R_yxsmrWbHxb44VW1	15220	Sometimes	Strongly Agree	Modeling	NA	developmental psychology	control	NA	NA	"7
Would get more thought-through"	"7
Would get more thought-through"	"7
Would get more thought-through"	5	"4
Would not change"	I do not know	5	2	"1
Would be increased"	Strongly Agree
R_cVp0suYCc6YaqdP	1753	Usually	Strongly Agree	Hypothesis testing	NA	social psychology	prereg	Pre-registration has helped me a lot to clear my ideas and go straightforward toward my reserch goals. However, is expensive in terms of preparation, and some times, is kind of discouraging when pursuing some research lines. On the other hand, pre-registering is also expensive, since stating the hypothesis in advance most of the time relies on weak studies, such that we are building hypothesis on the basis of non-replicable studies. Another thing, is that some discourses clearly prioritize pre-registered studies over the others, which increase the inequalities in research. For instance, the gold stantdard is assigned to confirmatory and pre-registered studies, which leave behind other kind of exploratory and descriptive studies. Most of the top journals are really encouraging pre-registering, but at the same time, they are spreading the idea that such studies are better, more impacful, and with more public interest, than other studies. I think that the Open science movement should try to reconcile this debate in academia, in order contribute to reduce (rather than increase) such inequalities in the production of scientific knowledge. Thanks for sending the survey. good luck with your research.	NA	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got better"	"7
Improved"	2	3	Very Strongly Agree
R_3EG1L2k16OuQVCj	234	Usually	Strongly Agree	Hypothesis testing	NA	Neurocognitive Psychology	control	NA	NA	"7
Would get more thought-through"	"7
Would get more thought-through"	"7
Would get more thought-through"	"4
Would not change"	"4
Would not change"	"4
Would not change"	"1
Would get worse"	"1
Would be longer"	"1
Would be increased"	Very Strongly Agree
R_3kdmqgVrEtnCqHw	118	Usually	Strongly Agree	Hypothesis testing	NA	clinical psychology	prereg	NA	NA	5	5	5	5	5	5	5	5	5	Agree
R_3qOwtXLLb20b7yq	521	Occasionally	Agree	Other	exploratory	personality psychology	control	I think preregistration is a good thing for experimental studies but it is not relevant to exploratory approach.	NA	6	"7
Would get more thought-through"	"7
Would get more thought-through"	"7
Would get more thought-through"	5	I do not know	"7
Would improve"	I do not know	"1
Would be increased"	Strongly Agree
R_w5Uu4BJQO0ruFax	569	Never	Strongly Disagree	Hypothesis testing	NA	colour research	control	I think preregistered studies might make sense for studies that rely on many assumptions to related a pattern of results to a theoretical question. I prefer putting less assumptions and more data that allows for a more complete measurement that truly challenges hypothesis, rather than using a few measurements and hoping that a few bars in chart will look as predicted.	NA	"4
Would not change"	"4
Would not change"	"4
Would not change"	"4
Would not change"	"7
Would get more thought-through"	"4
Would not change"	"1
Would get worse"	"1
Would be longer"	"1
Would be increased"	Disagree
R_DH7Gxx0D6qahsBP	146	Always	Very Strongly Agree	Hypothesis testing	NA	Cognitive psychology	prereg	NA	NA	"4
Did not change"	5	6	"4
Did not change"	"4
Did not change"	"4
Did not change"	5	5	3	Agree
R_1jCD2UZvewEyv8W	109	Always	Very Strongly Agree	Hypothesis testing	NA	Social/OB	prereg	NA	NA	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	3	"7
Improved"	"4
Did not change"	3	Very Strongly Agree
R_24vLUweNGGUYee9	181	Usually	Strongly Agree	Hypothesis testing	NA	Personality psychology	prereg	NA	NA	5	5	"7
Got more thought-through"	5	6	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	Strongly Disagree
R_blQ9vCkyffzTrDX	265	Occasionally	Neither Agree or Disagree	Qualitative research	NA	Risk perception	control	NA	NA	5	5	5	"4
Would not change"	"4
Would not change"	5	5	3	I do not know	Agree
R_ZsLrB8dlsdpskiR	185	Sometimes	Agree	Hypothesis testing	NA	cognitive	control	NA	NA	6	"4
Would not change"	6	"4
Would not change"	"4
Would not change"	"4
Would not change"	5	3	"4
Would not change"	Agree
R_3KwHZ6MheWNRDKS	226	Sometimes	Neither Agree or Disagree	Modeling	NA	Cognitive Science	prereg	NA	NA	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	Neither Agree or Disagree
R_tXSG6YmRtaH8clX	216	Frequently	Neither Agree or Disagree	Hypothesis testing	NA	Social	prereg	NA	NA	6	5	5	6	5	"4
Did not change"	5	3	3	Neither Agree or Disagree
R_Z7yUaiR4coMl6cp	243	Rarely	Disagree	Hypothesis testing	NA	Evolutionary psychology	prereg	I think preregistration is great in theory, but in practice it serves only to increase the red tape and time until publication. In today’s hyper-competitive publish-or-perish job market, it amounts to time wasted.	NA	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	5	"1
Was longer"	3	Neither Agree or Disagree
R_4MbddDJVTLtZDHz	175	Usually	Strongly Agree	Hypothesis testing	NA	Social psychology	prereg	NA	NA	6	6	6	"4
Did not change"	5	"4
Did not change"	5	2	"4
Did not change"	Neither Agree or Disagree
R_1CDcy7sfuj2shJR	152	Sometimes	Neither Agree or Disagree	Hypothesis testing	NA	cognitive psychology	prereg	pregistration is pretty useless for cutting edge studies	NA	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	3	3	Very Strongly Disagree
R_1LiDjKYEZaJaGBG	93	Always	Very Strongly Agree	Hypothesis testing	NA	social	prereg	NA	NA	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	5	5	I do not know	6	2	3	Strongly Agree
R_3KUVFVySnpWTbdQ	1116	Usually	Strongly Agree	Hypothesis testing	NA	developmental psychology	prereg	NA	NA	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"4
Did not change"	"7
Got more thought-through"	"4
Did not change"	"7
Improved"	"4
Did not change"	"4
Did not change"	Agree
R_2dRbVY6TdaEFTuJ	203	Sometimes	Agree	Simulations	NA	International security	control	NA	NA	6	5	6	6	"4
Would not change"	"4
Would not change"	"4
Would not change"	3	3	Very Strongly Agree
R_3eejdEIlkrPx9et	228	Sometimes	Neither Agree or Disagree	Modeling	NA	Cognitive psychology	prereg	NA	NA	"4
Did not change"	"4
Did not change"	5	"4
Did not change"	5	"4
Did not change"	"4
Did not change"	3	"4
Did not change"	Agree
R_2zLWXvrth4sSMYY	181	Always	Very Strongly Agree	Hypothesis testing	NA	social psych	prereg	NA	NA	"7
Got more thought-through"	6	6	6	6	"4
Did not change"	"7
Improved"	3	"7
Was reduced"	Very Strongly Agree
R_1mKs7khqyhicQPe	549	Rarely	Very Strongly Disagree	Hypothesis testing	NA	Cognitive Psychology	control	NA	NA	"4
Would not change"	"4
Would not change"	5	"4
Would not change"	"4
Would not change"	"4
Would not change"	2	3	"4
Would not change"	Neither Agree or Disagree
R_elilx1YrI4rvpm1	202	Frequently	Neither Agree or Disagree	Hypothesis testing	NA	Developmental psychology	prereg	Nothing to add	NA	5	"4
Did not change"	6	"4
Did not change"	"4
Did not change"	6	5	"4
Did not change"	"4
Did not change"	Strongly Agree
R_yqNxauig5ZCqjRv	258	Usually	Agree	Hypothesis testing	NA	personality psychology	prereg	NA	NA	"4
Did not change"	"4
Did not change"	6	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	3	"4
Did not change"	Very Strongly Disagree
R_3kuqMyadkWgo5ZU	166	Always	Very Strongly Agree	Hypothesis testing	NA	Consumer Behaviour	prereg	NA	NA	"4
Did not change"	"4
Did not change"	6	5	"4
Did not change"	"4
Did not change"	5	"4
Did not change"	"4
Did not change"	Strongly Agree
R_32PV6ygVUqVQgNH	255	Usually	Very Strongly Agree	Hypothesis testing	NA	social psychology	prereg	I would like to know the results when you get them. How can I do ?	NA	"4
Did not change"	"4
Did not change"	"4
Did not change"	6	5	"4
Did not change"	"7
Improved"	2	"4
Did not change"	Strongly Agree
R_1d1gXfkRb5yVS6Z	258	Always	Strongly Agree	Hypothesis testing	NA	Clinical psychology	prereg	Pre-registration is nowadays a pre-requsite for publication in many journals!	NA	"4
Did not change"	"4
Did not change"	"4
Did not change"	5	"4
Did not change"	"4
Did not change"	5	"4
Did not change"	3	Neither Agree or Disagree
R_2wKWIa63sD7BCxk	98	Usually	Agree	Hypothesis testing	NA	cognitive	prereg	NA	NA	6	"4
Did not change"	5	5	"4
Did not change"	3	3	2	3	Agree
R_9YMU1nWewnmzL1f	113	Occasionally	Agree	Hypothesis testing	NA	cognitive psychology	prereg	NA	NA	6	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	6	3	6	3	2	I do not know
R_tKuzcqADjM9VXHj	2677	Sometimes	Strongly Agree	Hypothesis testing	NA	Personality/social psychology	control	Preregistering takes a lot of time, and the OSF website isn’t entirely intuitive. I understand the importance of it, but the amount of time and effort needed to preregister is probably the biggest reason I have avoided it in the past.	NA	5	"4
Would not change"	"4
Would not change"	"4
Would not change"	"4
Would not change"	"4
Would not change"	6	"1
Would be longer"	2	Very Strongly Agree
R_1LzgCZpQhhWWiLx	160	Sometimes	Strongly Agree	Hypothesis testing	NA	cognitive psychology	control	NA	NA	5	"4
Would not change"	5	"4
Would not change"	I do not know	"4
Would not change"	5	3	I do not know	Agree
R_YbqkT4QYFuynhu1	1984	Usually	Strongly Agree	Hypothesis testing	NA	Clinical psychology	prereg	NA	NA	5	"4
Did not change"	5	"4
Did not change"	"4
Did not change"	"4
Did not change"	6	"4
Did not change"	3	Very Strongly Agree
R_2zBZmn1Pdaj4pxA	172	Sometimes	Agree	Hypothesis testing	NA	psychology of language	control	NA	NA	"7
Would get more thought-through"	"4
Would not change"	3	"4
Would not change"	I do not know	"4
Would not change"	"7
Would improve"	I do not know	I do not know	Strongly Agree
R_2dRuAlMQyWexZRY	188	Frequently	Agree	Hypothesis testing	NA	Personality psychology	prereg	NA	NA	6	"4
Did not change"	6	"4
Did not change"	5	"4
Did not change"	"4
Did not change"	3	3	Agree
R_2zdaSgSadvZqYb3	164	Always	Very Strongly Disagree	Hypothesis testing	NA	Social psych	prereg	NA	NA	6	6	6	5	5	5	6	"4
Did not change"	"4
Did not change"	Very Strongly Agree
R_2v63YsiMNfkepBF	125	Sometimes	Agree	Estimation	NA	Clinical psychology	control	NA	NA	"4
Would not change"	"4
Would not change"	"4
Would not change"	"4
Would not change"	5	"4
Would not change"	"4
Would not change"	3	"4
Would not change"	Strongly Agree
R_27lFXkGylUWfENM	172	Frequently	Agree	Modeling	NA	Cognitive Psychology	prereg	"I found the survey design somewhat confusing with the ""don't know"", ""N/A"" options all the way on the right."	NA	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"7
Improved"	2	"4
Did not change"	Strongly Agree
R_33jbAKMLBcVgPvt	369	Never	Very Strongly Disagree	Hypothesis testing	NA	cognitive psychology	control	Profession researchers should be trusted, even if the trust is sometimes misplaced. Preregistration and other preemptive rules compromise the research process, erode trust and professional responsibility and damage the integrity of the research process, Ultimately, they are also ineffectual since a detailed control of what a researchers does, when and how is impossible anyway.	NA	"1
Would get less thought-through"	"1
Would get less thought-through"	"1
Would get less thought-through"	"1
Would get less thought-through"	"1
Would get less thought-through"	"1
Would get worse"	"1
Would get worse"	"1
Would be longer"	"1
Would be increased"	Very Strongly Disagree
R_2rMxShXXtbdFJKc	375	Sometimes	Disagree	Hypothesis testing	NA	Evolutionary psychology	prereg	I appreciate the rationale of preregistration, but in practice it is cumbersome, annoying, and detrimental to the research process. In my work it's hard or sometimes impossible to know how the data should be analysed before seeing its structure, distribution, etc etc - and there is no way of accounting for every possibility in the prereg.	NA	3	3	3	3	3	"4
Did not change"	"4
Did not change"	3	2	Disagree
R_2TsG3xCxZ42y6c8	191	Occasionally	Neither Agree or Disagree	Hypothesis testing	NA	Cognitive Psychology	control	NA	NA	"4
Would not change"	"4
Would not change"	5	"4
Would not change"	"4
Would not change"	"4
Would not change"	5	I do not know	"4
Would not change"	Disagree
R_3JyHb9m50OG9kMP	843	Occasionally	Neither Agree or Disagree	Estimation	NA	personality psychology	prereg	NA	NA	5	6	6	6	6	6	6	5	5	Neither Agree or Disagree
R_3rURpQPgOYioM4M	342	Frequently	Agree	Hypothesis testing	NA	social psychology	prereg	Pre-registration is resource-demanding and places a high burden on small labs.	NA	5	"4
Did not change"	5	5	5	"4
Did not change"	5	2	2	Strongly Agree
R_To1Sek6tfabelod	185	Occasionally	Agree	Qualitative research	NA	health	control	NA	NA	"4
Would not change"	Not applicable	"4
Would not change"	5	I do not know	"4
Would not change"	5	"4
Would not change"	"4
Would not change"	Strongly Agree
R_1DC2xzB01nav3JA	151	Usually	Agree	Hypothesis testing	NA	neuropsychology	prereg	NA	NA	6	5	"7
Got more thought-through"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	3	3	Disagree
R_3G1SGd6qiDdPVbr	108	Usually	Strongly Agree	Hypothesis testing	NA	social psychology	prereg	NA	NA	"7
Got more thought-through"	"4
Did not change"	"7
Got more thought-through"	"4
Did not change"	"4
Did not change"	5	5	"1
Was longer"	"1
Was increased"	Neither Agree or Disagree
R_1IAVMCgHMW513a5	158	Frequently	Agree	Modeling	NA	cognitive neuroscience	prereg	NA	NA	"4
Did not change"	"4
Did not change"	6	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	Agree
R_3oSBwkdF1fUn8re	400	Always	Agree	Modeling	NA	Personality Psychology	prereg	The last question was difficult for me (My empirical research is mainly..), hypothesis testing, estimation, and modeling are not mutually exclusive (I think I use all of this in most of my papers).	NA	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	Not applicable	5	"4
Did not change"	5	"4
Did not change"	3	Neither Agree or Disagree
R_1jB4geyX1HVfv89	132	Sometimes	Very Strongly Agree	Hypothesis testing	NA	social psychology	prereg	NA	NA	"4
Did not change"	"4
Did not change"	"7
Got more thought-through"	"4
Did not change"	"4
Did not change"	"4
Did not change"	6	2	"4
Did not change"	Agree
R_2vjfPw3aDK5N6HL	296	Usually	Very Strongly Agree	Hypothesis testing	NA	social psychology	prereg	NA	NA	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"4
Did not change"	"4
Did not change"	"7
Improved"	"1
Was longer"	3	Neither Agree or Disagree
R_3PXjqxhdoxvrFtK	312	Always	Agree	Hypothesis testing	NA	Forensic Psychology	prereg	For me it is just another thing to do. I know i have to do it now but I find it makes me a little more vague about hypotheses etc as I don’t want to fill in plans etc for each one.	NA	3	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	3	Neither Agree or Disagree
R_Xqbk82xxjRKWW3v	152	Frequently	Agree	Hypothesis testing	NA	social psychology	prereg	NA	NA	5	"4
Did not change"	"7
Got more thought-through"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	2	Neither Agree or Disagree
R_2AMxxRsAtvSGNoq	417	Usually	Agree	Estimation	NA	personality psychology	prereg	NA	NA	"7
Got more thought-through"	"4
Did not change"	"7
Got more thought-through"	"4
Did not change"	"4
Did not change"	5	6	3	"4
Did not change"	Agree
R_XWWQADzxXaaPSzn	119	Usually	Very Strongly Agree	Hypothesis testing	NA	social psychology, economic psychology/behavioral economics	prereg	NA	NA	5	"4
Did not change"	5	"4
Did not change"	I do not know	5	6	2	"4
Did not change"	Strongly Agree
R_2q43xHGwrtk3CGY	169	Occasionally	Neither Agree or Disagree	Hypothesis testing	NA	developmental psychology	control	NA	NA	"7
Would get more thought-through"	"7
Would get more thought-through"	"7
Would get more thought-through"	"4
Would not change"	"4
Would not change"	"4
Would not change"	5	"1
Would be longer"	3	Neither Agree or Disagree
R_1dEnbGQAcB9O3H6	182	Rarely	Disagree	Hypothesis testing	NA	personality psychology	prereg	preregistration is an added headache for editors and reviewers	NA	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	Not applicable	2	"4
Did not change"	"1
Was longer"	"1
Was increased"	Strongly Disagree
R_2aIw7keW6kOPqTD	198	Usually	Very Strongly Agree	Hypothesis testing	NA	social psychology	prereg	NA	NA	6	5	"7
Got more thought-through"	"4
Did not change"	"4
Did not change"	"4
Did not change"	5	"4
Did not change"	"4
Did not change"	Strongly Agree
R_2tyseSS3aa3yKQo	127	Frequently	Agree	Hypothesis testing	NA	Social and developmental psychology	control	NA	NA	"7
Would get more thought-through"	"7
Would get more thought-through"	"7
Would get more thought-through"	"7
Would get more thought-through"	5	"4
Would not change"	"4
Would not change"	"4
Would not change"	"4
Would not change"	Very Strongly Agree
R_1l0Q7xfWBgvk34U	386	Sometimes	Neither Agree or Disagree	Hypothesis testing	NA	cognitive psychology	control	look forward to seeing the results. thanks.	NA	"4
Would not change"	"4
Would not change"	"4
Would not change"	"4
Would not change"	"4
Would not change"	Not applicable	"4
Would not change"	I do not know	"4
Would not change"	Neither Agree or Disagree
R_1nTmNu3nKCS7gjL	406	Occasionally	Neither Agree or Disagree	Hypothesis testing	NA	cognitive and perceptual psychology	control	NA	NA	"7
Would get more thought-through"	5	6	"4
Would not change"	"7
Would get more thought-through"	5	6	2	3	Strongly Agree
R_1d6wsQbfkY2VQiL	185	Usually	Agree	Hypothesis testing	NA	Social/cognitive  psychology	prereg	NA	NA	5	6	6	"4
Did not change"	"4
Did not change"	6	5	"1
Was longer"	"4
Did not change"	Neither Agree or Disagree
R_1IzQxPZ9TO92XGz	118	Frequently	Strongly Agree	Hypothesis testing	NA	Social	prereg	NA	NA	"4
Did not change"	"4
Did not change"	5	"4
Did not change"	5	"4
Did not change"	"7
Improved"	3	3	Agree
R_23TveyFGUD1WGRv	120	Usually	Strongly Agree	Other	Descriptive	personality psychology + clinical psychology	prereg	NA	NA	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"4
Did not change"	5	"4
Did not change"	6	2	"4
Did not change"	Agree
R_xtL72rzAj99F16h	302	Frequently	Very Strongly Agree	Hypothesis testing	NA	JDM	prereg	NA	NA	5	"4
Did not change"	5	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	3	Very Strongly Agree
R_24tMX58nIQgD0IX	232	Usually	Strongly Agree	Hypothesis testing	NA	Personality	prereg	NA	NA	"4
Did not change"	"4
Did not change"	6	"4
Did not change"	3	6	5	3	"4
Did not change"	Strongly Agree
R_0pSnlhM9cjoo761	312	Occasionally	Agree	Hypothesis testing	NA	cognitive neuroscience	control	NA	NA	5	"7
Would get more thought-through"	5	"4
Would not change"	5	"4
Would not change"	"7
Would improve"	"1
Would be longer"	"1
Would be increased"	Neither Agree or Disagree
R_1hYa5oxQeGxMbaW	224	Frequently	Agree	Hypothesis testing	NA	personality	prereg	NA	NA	"4
Did not change"	"4
Did not change"	5	"4
Did not change"	"4
Did not change"	"4
Did not change"	5	"4
Did not change"	"4
Did not change"	Neither Agree or Disagree
R_1pmq7dNZi66q2fo	203	Sometimes	Agree	Hypothesis testing	NA	Perception	control	NA	NA	3	3	3	"4
Would not change"	"4
Would not change"	"4
Would not change"	"4
Would not change"	5	"4
Would not change"	Agree
R_2RX3UYogXvCSehM	227	Never	Agree	Hypothesis testing	NA	Cognitive psychology attention memory	control	NA	NA	6	6	"7
Would get more thought-through"	5	5	"4
Would not change"	6	"4
Would not change"	"4
Would not change"	Agree
R_snVzDnqN48yaeNb	188	Usually	Strongly Agree	Hypothesis testing	NA	exp psych	prereg	Pre-Reg improves quality, which causes more work, as it should be.	NA	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"4
Did not change"	5	"4
Did not change"	2	"1
Was longer"	2	Strongly Agree
R_2SqMDbKG3kiBtgD	143	Sometimes	Agree	Hypothesis testing	NA	health communication	control	NA	NA	"4
Would not change"	5	"4
Would not change"	"4
Would not change"	5	"4
Would not change"	5	"4
Would not change"	5	Agree
R_1JJGrksyLb0EMEY	108	Frequently	Neither Agree or Disagree	Hypothesis testing	NA	political psychology	control	NA	NA	"4
Would not change"	"7
Would get more thought-through"	"7
Would get more thought-through"	5	"4
Would not change"	"4
Would not change"	2	"4
Would not change"	2	Agree
R_2wgDncizGbzNOzN	93	Always	Very Strongly Agree	Hypothesis testing	NA	Forensic psychology	prereg	NA	NA	5	6	"7
Got more thought-through"	5	5	5	5	3	5	Agree
R_1FewIA8BID7Z78A	276	Sometimes	Agree	Hypothesis testing	NA	Cognitive psychology	control	NA	NA	I do not know	5	I do not know	I do not know	5	I do not know	6	2	3	Agree
